UF;COD_UF;COD_MUN;NOME_MUN;POPULACAO
MG;31;68606;Teófilo Otoni;140567
MG;31;68705;Timóteo;86794
MG;31;68804;Tiradentes;7551
MG;31;68903;Tiros;6912
MG;31;69000;Tocantins;16567
MG;31;69059;Tocos do Moji;4112
MG;31;69109;Toledo;6111
MG;31;69208;Tombos;9174
MG;31;69307;Três Corações;77340
MG;31;69356;Três Marias;30673
MG;31;69406;Três Pontas;56408
MG;31;69505;Tumiritinga;6632
MG;31;69604;Tupaciguara;25269
MG;31;69703;Turmalina;19288
MG;31;69802;Turvolândia;4932
MG;31;69901;Ubá;109779
MG;31;70008;Ubaí;12324
MG;31;70057;Ubaporanga;12523
MG;31;70107;Uberaba;318813
MG;31;70206;Uberlândia;654681
MG;31;70305;Umburatiba;2736
MG;31;70404;Unaí;82298
MG;31;70438;União de Minas;4486
MG;31;70479;Uruana de Minas;3336
MG;31;70503;Urucânia;10583
MG;31;70529;Urucuia;15266
MG;31;70578;Vargem Alegre;6635
MG;31;70602;Vargem Bonita;2214
MG;31;70651;Vargem Grande do Rio Pardo;4966
MG;31;70701;Varginha;131269
MG;31;70750;Varjão de Minas;6662
MG;31;70800;Várzea da Palma;38213
MG;31;70909;Varzelândia;19690
MG;31;71006;Vazante;20580
MG;31;71030;Verdelândia;8967
MG;31;71071;Veredinha;5760
MG;31;71105;Veríssimo;3781
MG;31;71154;Vermelho Novo;4871
MG;31;71204;Vespasiano;116506
MG;31;71303;Viçosa;76745
MG;31;71402;Vieiras;3777
MG;31;71600;Virgem da Lapa;14023
MG;31;71709;Virgínia;8865
MG;31;71808;Virginópolis;10820
MG;31;71907;Virgolândia;5691
MG;31;72004;Visconde do Rio Branco;40778
MG;31;72103;Volta Grande;5274
MG;31;72202;Wenceslau Braz;2618
ES;32;102;Afonso Cláudio;32502
ES;32;169;Água Doce do Norte;12094
ES;32;136;Águia Branca;10055
ES;32;201;Alegre;32236
ES;32;300;Alfredo Chaves;14916
ES;32;359;Alto Rio Novo;7888
ES;32;409;Anchieta;27145
ES;32;508;Apiacá;7920
ES;32;607;Aracruz;93325
ES;32;706;Atilio Vivacqua;11023
ES;32;805;Baixo Guandu;31298
ES;32;904;Barra de São Francisco;44244
ES;32;1001;Boa Esperança;15244
ES;32;1100;Bom Jesus do Norte;10136
ES;32;1159;Brejetuba;12712
ES;32;1209;Cachoeiro de Itapemirim;206973
ES;32;1308;Cariacica;378915
ES;32;1407;Castelo;37582
ES;32;1506;Colatina;121670
ES;32;1605;Conceição da Barra;30895
ES;32;1704;Conceição do Castelo;12673
ES;32;1803;Divino de São Lourenço;4669
ES;32;1902;Domingos Martins;34239
ES;32;2009;Dores do Rio Preto;6859
ES;32;2108;Ecoporanga;24299
ES;32;2207;Fundão;19585
ES;32;2256;Governador Lindenberg;12120
ES;32;2306;Guaçuí;30417
ES;32;2405;Guarapari;118056
ES;32;2454;Ibatiba;24913
ES;32;2504;Ibiraçu;12242
ES;32;2553;Ibitirama;9393
ES;32;2603;Iconha;13669
ES;32;2652;Irupi;12948
ES;32;2702;Itaguaçu;14836
ES;32;2801;Itapemirim;33952
ES;32;2900;Itarana;11319
ES;32;3007;Iúna;29423
ES;32;3056;Jaguaré;28126
ES;32;3106;Jerônimo Monteiro;11792
ES;32;3130;João Neiva;16946
ES;32;3163;Laranja da Terra;11428
ES;32;3205;Linhares;160765
ES;32;3304;Mantenópolis;14966
ES;32;3320;Marataízes;37535
ES;32;3346;Marechal Floriano;15910
ES;32;3353;Marilândia;12224
ES;32;3403;Mimoso do Sul;27329
ES;32;3502;Montanha;19138
ES;32;3601;Mucurici;5897
ES;32;3700;Muniz Freire;18994
ES;32;3809;Muqui;15533
ES;32;3908;Nova Venécia;49932
ES;32;4005;Pancas;23273
ES;32;4054;Pedro Canário;25916
ES;32;4104;Pinheiros;26309
ES;32;4203;Piúma;20395
ES;32;4252;Ponto Belo;7670
ES;32;4302;Presidente Kennedy;11221
ES;32;4351;Rio Bananal;19038
ES;32;4401;Rio Novo do Sul;12020
ES;32;4500;Santa Leopoldina;12883
ES;32;4559;Santa Maria de Jetibá;38290
ES;32;4609;Santa Teresa;23585
ES;32;4658;São Domingos do Norte;8652
ES;32;4708;São Gabriel da Palha;35785
ES;32;4807;São José do Calçado;11000
ES;32;4906;São Mateus;122668
ES;32;4955;São Roque do Canaã;12283
ES;32;5002;Serra;476428
ES;32;5010;Sooretama;27409
ES;32;5036;Vargem Alta;20944
ES;32;5069;Venda Nova do Imigrante;23313
ES;32;5101;Viana;73318
ES;32;5150;Vila Pavão;9320
ES;32;5176;Vila Valério;14635
ES;32;5200;Vila Velha;465690
ES;32;5309;Vitória;352104
RJ;33;100;Angra dos Reis;184940
RJ;33;159;Aperibé;10882
RJ;33;209;Araruama;120948
RJ;33;225;Areal;11879
RJ;33;233;Armação dos Búzios;30439
RJ;33;258;Arraial do Cabo;28866
RJ;33;308;Barra do Piraí;96568
RJ;33;407;Barra Mansa;179697
RJ;33;456;Belford Roxo;479386
RJ;33;506;Bom Jardim;26126
RJ;33;605;Bom Jesus do Itabapoana;35896
RJ;33;704;Cabo Frio;204486
RJ;33;803;Cachoeiras de Macacu;55967
RJ;33;902;Cambuci;14849
RJ;33;1009;Campos dos Goytacazes;480648
RJ;33;1108;Cantagalo;19792
RJ;33;936;Carapebus;14713
RJ;33;1157;Cardoso Moreira;12578
RJ;33;1207;Carmo;18074
RJ;33;1306;Casimiro de Abreu;39414
RJ;33;951;Comendador Levy Gasparian;8245
RJ;33;1405;Conceição de Macabu;22006
RJ;33;1504;Cordeiro;20965
RJ;33;1603;Duas Barras;11096
RJ;33;1702;Duque de Caxias;878402
RJ;33;1801;Engenheiro Paulo de Frontin;13566
RJ;33;1850;Guapimirim;55626
RJ;33;1876;Iguaba Grande;25354
RJ;33;1900;Itaboraí;227168
RJ;33;2007;Itaguaí;117374
RJ;33;2056;Italva;14489
RJ;33;2106;Itaocara;22824
RJ;33;2205;Itaperuna;98521
RJ;33;2254;Itatiaia;29996
RJ;33;2270;Japeri;99141
RJ;33;2304;Laje do Muriaé;7341
RJ;33;2403;Macaé;229624
RJ;33;2452;Macuco;5380
RJ;33;2502;Magé;233634
RJ;33;2601;Mangaratiba;40008
RJ;33;2700;Maricá;143111
RJ;33;2809;Mendes;18086
RJ;33;2858;Mesquita;170473
RJ;33;2908;Miguel Pereira;24829
RJ;33;3005;Miracema;26724
RJ;33;3104;Natividade;15040
RJ;33;3203;Nilópolis;158299
RJ;33;3302;Niterói;495470
RJ;33;3401;Nova Friburgo;184460
RJ;33;3500;Nova Iguaçu;806177
RJ;33;3609;Paracambi;49120
RJ;33;3708;Paraíba do Sul;42159
RJ;33;3807;Parati;39965
RJ;33;3856;Paty do Alferes;26758
RJ;33;3906;Petrópolis;298017
RJ;33;3955;Pinheiral;23691
RJ;33;4003;Piraí;27579
RJ;33;4102;Porciúncula;18293
RJ;33;4110;Porto Real;17970
RJ;33;4128;Quatis;13415
RJ;33;4144;Queimados;142709
RJ;33;4151;Quissamã;22261
RJ;33;4201;Resende;124316
RJ;33;4300;Rio Bonito;57284
RJ;33;4409;Rio Claro;17768
RJ;33;4508;Rio das Flores;8838
RJ;33;4524;Rio das Ostras;127171
RJ;33;4557;Rio de Janeiro;6453682
RJ;33;4607;Santa Maria Madalena;10253
RJ;33;4706;Santo Antônio de Pádua;41108
RJ;33;4805;São Fidélis;37710
RJ;33;4755;São Francisco de Itabapoana;41343
RJ;33;4904;São Gonçalo;1031903
RJ;33;5000;São João da Barra;34273
RJ;33;5109;São João de Meriti;460711
RJ;33;5133;São José de Ubá;7175
RJ;33;5158;São José do Vale do Rio Preto;20812
RJ;33;5208;São Pedro da Aldeia;95318
RJ;33;5307;São Sebastião do Alto;9033
RJ;33;5406;Sapucaia;17608
RJ;33;5505;Saquarema;80915
RJ;33;5554;Seropédica;82090
RJ;33;5604;Silva Jardim;21336
RJ;33;5703;Sumidouro;15099
RJ;33;5752;Tanguá;32140
RJ;33;5802;Teresópolis;171482
RJ;33;5901;Trajano de Morais;10348
RJ;33;6008;Três Rios;78998
RJ;33;6107;Valença;73445
RJ;33;6156;Varre-Sai;9966
RJ;33;6206;Vassouras;35275
RJ;33;6305;Volta Redonda;262259
SP;35;105;Adamantina;35001
SP;35;204;Adolfo;3631
SP;35;303;Aguaí;34530
SP;35;402;Águas da Prata;7984
SP;35;501;Águas de Lindóia;18212
SP;35;550;Águas de Santa Bárbara;5911
SP;35;600;Águas de São Pedro;3073
SP;35;709;Agudos;36339
SP;35;758;Alambari;5460
SP;35;808;Alfredo Marcondes;4083
SP;35;907;Altair;4035
SP;35;1004;Altinópolis;16159
SP;35;1103;Alto Alegre;4183
SP;35;1152;Alumínio;17924
SP;35;1202;Álvares Florence;3883
SP;35;1301;Álvares Machado;24568
SP;35;1400;Álvaro de Carvalho;4984
SP;35;1509;Alvinlândia;3153
SP;35;1608;Americana;226970
SP;35;1707;Américo Brasiliense;37691
SP;35;1806;Américo de Campos;5930
SP;35;1905;Amparo;69808
SP;35;2002;Analândia;4672
SP;35;2101;Andradina;57198
SP;35;2200;Angatuba;23917
SP;35;2309;Anhembi;6215
SP;35;2408;Anhumas;3970
SP;35;2507;Aparecida;36184
SP;35;2606;Aparecida d'Oeste;4432
SP;35;2705;Apiaí;25349
SP;35;2754;Araçariguama;19636
SP;35;2804;Araçatuba;191662
SP;35;2903;Araçoiaba da Serra;30713
SP;35;3000;Aramina;5451
SP;35;3109;Arandu;6343
SP;35;3158;Arapeí;2532
SP;35;3208;Araraquara;224304
SP;35;3307;Araras;127661
SP;35;3356;Arco-Íris;1907
SP;35;3406;Arealva;8299
SP;35;3505;Areias;3849
SP;35;3604;Areiópolis;11020
SP;35;3703;Ariranha;9187
SP;35;3802;Artur Nogueira;49346
SP;35;3901;Arujá;82651
SP;35;3950;Aspásia;1851
SP;35;4008;Assis;100911
SP;35;4107;Atibaia;135895
SP;35;4206;Auriflama;14897
SP;35;4305;Avaí;5243
SP;35;4404;Avanhandava;12516
SP;35;4503;Avaré;87820
SP;35;4602;Bady Bassitt;16109
SP;35;4701;Balbinos;4629
SP;35;4800;Bálsamo;8703
SP;35;4909;Bananal;10728
SP;35;5005;Barão de Antonina;3326
SP;35;5104;Barbosa;7064
SP;35;5203;Bariri;33761
SP;35;5302;Barra Bonita;36315
SP;35;5351;Barra do Chapéu;5550
SP;35;5401;Barra do Turvo;7853
SP;35;5500;Barretos;118521
SP;35;5609;Barrinha;30873
SP;35;5708;Barueri;259555
SP;35;5807;Bastos;21064
SP;35;5906;Batatais;60128
SP;35;6003;Bauru;364562
SP;35;6102;Bebedouro;77558
SP;35;6201;Bento de Abreu;2855
SP;35;6300;Bernardino de Campos;11146
SP;35;6359;Bertioga;55138
SP;35;6409;Bilac;7602
SP;35;6508;Birigui;117143
SP;35;6607;Biritiba-Mirim;30830
SP;35;6706;Boa Esperança do Sul;14452
SP;35;6805;Bocaina;11691
SP;35;6904;Bofete;10694
SP;35;7001;Boituva;54594
SP;35;7100;Bom Jesus dos Perdões;22508
SP;35;7159;Bom Sucesso de Itararé;3802
SP;35;7209;Borá;835
SP;35;7308;Boracéia;4586
SP;35;7407;Borborema;15454
SP;35;7456;Borebi;2489
SP;35;7506;Botucatu;137899
SP;35;7605;Bragança Paulista;158856
SP;35;7704;Braúna;5400
SP;35;7753;Brejo Alegre;2746
SP;35;7803;Brodowski;23134
SP;35;7902;Brotas;23192
SP;35;8009;Buri;19484
SP;35;8108;Buritama;16449
SP;35;8207;Buritizal;4313
SP;35;8306;Cabrália Paulista;4410
SP;35;8405;Cabreúva;45830
SP;35;8504;Caçapava;90426
SP;35;8603;Cachoeira Paulista;32046
SP;35;8702;Caconde;18952
SP;35;8801;Cafelândia;17424
SP;35;8900;Caiabu;4204
SP;35;9007;Caieiras;94516
SP;35;9106;Caiuá;5490
SP;35;9205;Cajamar;70710
SP;35;9254;Cajati;29010
SP;35;9304;Cajobi;10287
SP;35;9403;Cajuru;25009
SP;35;9452;Campina do Monte Alegre;5869
SP;35;9502;Campinas;1154617
SP;35;9601;Campo Limpo Paulista;79982
SP;35;9700;Campos do Jordão;50541
SP;35;9809;Campos Novos Paulista;4808
SP;35;9908;Cananéia;12601
SP;35;9957;Canas;4788
SP;35;10005;Cândido Mota;31063
SP;35;10104;Cândido Rodrigues;2773
SP;35;10153;Canitar;4812
SP;35;10203;Capão Bonito;47498
SP;35;10302;Capela do Alto;19212
SP;35;10401;Capivari;52559
SP;35;10500;Caraguatatuba;111524
SP;35;10609;Carapicuíba;390073
SP;35;10708;Cardoso;12257
SP;35;10807;Casa Branca;29739
SP;35;10906;Cássia dos Coqueiros;2640
SP;35;11003;Castilho;19620
SP;35;11102;Catanduva;118853
SP;35;11201;Catiguá;7553
SP;35;11300;Cedral;8662
SP;35;11409;Cerqueira César;18909
SP;35;11508;Cerquilho;44320
SP;35;11607;Cesário Lange;16943
SP;35;11706;Charqueada;16268
SP;35;57204;Chavantes;12482
SP;35;11904;Clementina;7856
SP;35;12001;Colina;18177
SP;35;12100;Colômbia;6203
SP;35;12209;Conchal;26914
SP;35;12308;Conchas;17286
SP;35;12407;Cordeirópolis;22945
SP;35;12506;Coroados;5685
SP;35;12605;Coronel Macedo;4965
SP;35;12704;Corumbataí;4027
SP;35;12803;Cosmópolis;65628
SP;35;12902;Cosmorama;7396
SP;35;13009;Cotia;225306
SP;35;13108;Cravinhos;33831
SP;35;13207;Cristais Paulista;8176
SP;35;13306;Cruzália;2234
SP;35;13405;Cruzeiro;80749
SP;35;13504;Cubatão;126105
SP;35;13603;Cunha;22167
SP;35;13702;Descalvado;32790
SP;35;13801;Diadema;409613
SP;35;13850;Dirce Reis;1766
SP;35;13900;Divinolândia;11547
SP;35;14007;Dobrada;8513
SP;35;14106;Dois Córregos;26324
SP;35;14205;Dolcinópolis;2145
SP;35;14304;Dourado;8890
SP;35;14403;Dracena;45600
SP;35;14502;Duartina;12576
SP;35;14601;Dumont;9028
SP;35;14700;Echaporã;6352
SP;35;14809;Eldorado;15289
SP;35;14908;Elias Fausto;16926
SP;35;14924;Elisiário;3406
SP;35;14957;Embaúba;2484
SP;35;15004;Embu das Artes;259053
SP;35;15103;Embu-Guaçu;66792
SP;35;15129;Emilianópolis;3162
SP;35;15152;Engenheiro Coelho;18153
SP;35;15186;Espírito Santo do Pinhal;43756
SP;35;15194;Espírito Santo do Turvo;4574
SP;35;57303;Estiva Gerbi;10772
SP;35;15301;Estrela do Norte;2756
SP;35;15202;Estrela d'Oeste;8460
SP;35;15350;Euclides da Cunha Paulista;9685
SP;35;15400;Fartura;15925
SP;35;15608;Fernando Prestes;5748
SP;35;15509;Fernandópolis;67836
SP;35;15657;Fernão;1658
SP;35;15707;Ferraz de Vasconcelos;182544
SP;35;15806;Flora Rica;1666
SP;35;15905;Floreal;3027
SP;35;16002;Flórida Paulista;13854
SP;35;16101;Florínia;2821
SP;35;16200;Franca;339461
SP;35;16309;Francisco Morato;166505
SP;35;16408;Franco da Rocha;143817
SP;35;16507;Gabriel Monteiro;2790
SP;35;16606;Gália;6956
SP;35;16705;Garça;44506
SP;35;16804;Gastão Vidigal;4534
SP;35;16853;Gavião Peixoto;4662
SP;35;16903;General Salgado;10966
SP;35;17000;Getulina;11249
SP;35;17109;Glicério;4759
SP;35;17208;Guaiçara;11511
SP;35;17307;Guaimbê;5676
SP;35;17406;Guaíra;39567
SP;35;17505;Guapiaçu;19728
SP;35;17604;Guapiara;18002
SP;35;17703;Guará;20823
SP;35;17802;Guaraçaí;8555
SP;35;17901;Guaraci;10683
SP;35;18008;Guarani d'Oeste;2021
SP;35;18107;Guarantã;6640
SP;35;18206;Guararapes;32187
SP;35;18305;Guararema;28016
SP;35;18404;Guaratinguetá;118378
SP;35;18503;Guareí;16513
SP;35;18602;Guariba;38128
SP;35;18701;Guarujá;308989
SP;35;18800;Guarulhos;1312197
SP;35;18859;Guatapará;7394
SP;35;18909;Guzolândia;5064
SP;35;19006;Herculândia;9217
SP;35;19055;Holambra;13046
SP;35;19071;Hortolândia;212527
SP;35;19105;Iacanga;10923
SP;35;19204;Iacri;6505
SP;35;19253;Iaras;7704
SP;35;19303;Ibaté;33178
SP;35;19402;Ibirá;11740
SP;35;19501;Ibirarema;7290
SP;35;19600;Ibitinga;57098
SP;35;19709;Ibiúna;75845
SP;35;19808;Icém;7938
SP;35;19907;Iepê;8002
SP;35;20004;Igaraçu do Tietê;24376
SP;35;20103;Igarapava;29549
SP;35;20202;Igaratá;9301
SP;35;20301;Iguape;30259
SP;35;20426;Ilha Comprida;10102
SP;35;20442;Ilha Solteira;26242
SP;35;20400;Ilhabela;31599
SP;35;20509;Indaiatuba;226602
SP;35;20608;Indiana;4946
SP;35;20707;Indiaporã;3978
SP;35;20806;Inúbia Paulista;3854
SP;35;20905;Ipaussu;14483
SP;35;21002;Iperó;32568
SP;35;21101;Ipeúna;6778
SP;35;21150;Ipiguá;4941
SP;35;21200;Iporanga;4351
SP;35;21309;Ipuã;15378
SP;35;21408;Iracemápolis;22191
SP;35;21507;Irapuã;7721
SP;35;21606;Irapuru;8155
SP;35;21705;Itaberá;18086
SP;35;21804;Itaí;25792
SP;35;21903;Itajobi;15141
SP;35;22000;Itaju;3556
SP;35;22109;Itanhaém;94977
SP;35;22158;Itaóca;3334
SP;35;22208;Itapecerica da Serra;165327
SP;35;22307;Itapetininga;155436
SP;35;22406;Itapeva;92265
SP;35;22505;Itapevi;220250
SP;35;22604;Itapira;72514
SP;35;22653;Itapirapuã Paulista;4109
SP;35;22703;Itápolis;42135
SP;35;22802;Itaporanga;15090
SP;35;22901;Itapuí;13178
SP;35;23008;Itapura;4674
SP;35;23107;Itaquaquecetuba;348739
SP;35;23206;Itararé;49963
SP;35;23305;Itariri;16602
SP;35;23404;Itatiba;111620
SP;35;23503;Itatinga;19520
SP;35;23602;Itirapina;16938
SP;35;23701;Itirapuã;6277
SP;35;23800;Itobi;7819
SP;35;23909;Itu;165511
SP;35;24006;Itupeva;52627
SP;35;24105;Ituverava;40776
SP;35;24204;Jaborandi;6864
SP;35;24303;Jaboticabal;75436
SP;35;24402;Jacareí;224826
SP;35;24501;Jaci;6361
SP;35;24600;Jacupiranga;17826
SP;35;24709;Jaguariúna;50719
SP;35;24808;Jales;48825
SP;35;24907;Jambeiro;5981
SP;35;25003;Jandira;117457
SP;35;25102;Jardinópolis;41228
SP;35;25201;Jarinu;26921
SP;35;25300;Jaú;141703
SP;35;25409;Jeriquara;3223
SP;35;25508;Joanópolis;12610
SP;35;25607;João Ramalho;4389
SP;35;25706;José Bonifácio;35197
SP;35;25805;Júlio Mesquita;4663
SP;35;25854;Jumirim;3092
SP;35;25904;Jundiaí;397965
SP;35;26001;Junqueirópolis;19918
SP;35;26100;Juquiá;19446
SP;35;26209;Juquitiba;30443
SP;35;26308;Lagoinha;4960
SP;35;26407;Laranjal Paulista;27122
SP;35;26506;Lavínia;10297
SP;35;26605;Lavrinhas;7002
SP;35;26704;Leme;98460
SP;35;26803;Lençóis Paulista;65587
SP;35;26902;Limeira;294128
SP;35;27009;Lindóia;7377
SP;35;27108;Lins;75612
SP;35;27207;Lorena;86764
SP;35;27256;Lourdes;2238
SP;35;27306;Louveira;42796
SP;35;27405;Lucélia;21059
SP;35;27504;Lucianópolis;2355
SP;35;27603;Luís Antônio;13046
SP;35;27702;Luiziânia;5449
SP;35;27801;Lupércio;4536
SP;35;27900;Lutécia;2741
SP;35;28007;Macatuba;16961
SP;35;28106;Macaubal;8006
SP;35;28205;Macedônia;3751
SP;35;28304;Magda;3230
SP;35;28403;Mairinque;45729
SP;35;28502;Mairiporã;90627
SP;35;28601;Manduri;9529
SP;35;28700;Marabá Paulista;5345
SP;35;28809;Maracaí;13878
SP;35;28858;Marapoama;2852
SP;35;28908;Mariápolis;4064
SP;35;29005;Marília;230336
SP;35;29104;Marinópolis;2155
SP;35;29203;Martinópolis;25641
SP;35;29302;Matão;80990
SP;35;29401;Mauá;448776
SP;35;29500;Mendonça;5089
SP;35;29609;Meridiano;3923
SP;35;29658;Mesópolis;1933
SP;35;29708;Miguelópolis;21602
SP;35;29807;Mineiros do Tietê;12642
SP;35;30003;Mira Estrela;2988
SP;35;29906;Miracatu;20660
SP;35;30102;Mirandópolis;28902
SP;35;30201;Mirante do Paranapanema;17901
SP;35;30300;Mirassol;57390
SP;35;30409;Mirassolândia;4622
SP;35;30508;Mococa;68695
SP;35;30607;Mogi das Cruzes;419839
SP;35;30706;Mogi Guaçu;146114
SP;35;30805;Moji Mirim;91027
SP;35;30904;Mombuca;3426
SP;35;31001;Monções;2227
SP;35;31100;Mongaguá;51580
SP;35;31209;Monte Alegre do Sul;7665
SP;35;31308;Monte Alto;49186
SP;35;31407;Monte Aprazível;23579
SP;35;31506;Monte Azul Paulista;19339
SP;35;31605;Monte Castelo;4187
SP;35;31803;Monte Mor;54462
SP;35;31704;Monteiro Lobato;4424
SP;35;31902;Morro Agudo;31310
SP;35;32009;Morungaba;12779
SP;35;32058;Motuca;4571
SP;35;32108;Murutinga do Sul;4395
SP;35;32157;Nantes;2943
SP;35;32207;Narandiba;4611
SP;35;32306;Natividade da Serra;6803
SP;35;32405;Nazaré Paulista;17625
SP;35;32504;Neves Paulista;9012
SP;35;32603;Nhandeara;11254
SP;35;32702;Nipoã;4753
SP;35;32801;Nova Aliança;6462
SP;35;32827;Nova Campina;9205
SP;35;32843;Nova Canaã Paulista;2059
SP;35;32868;Nova Castilho;1206
SP;35;32900;Nova Europa;10276
SP;35;33007;Nova Granada;20534
SP;35;33106;Nova Guataporanga;2279
SP;35;33205;Nova Independência;3507
SP;35;33304;Nova Luzitânia;3787
SP;35;33403;Nova Odessa;56008
SP;35;33254;Novais;5202
SP;35;33502;Novo Horizonte;39191
SP;35;33601;Nuporanga;7210
SP;35;33700;Ocauçu;4299
SP;35;33809;Óleo;2652
SP;35;33908;Olímpia;53010
SP;35;34005;Onda Verde;4169
SP;35;34104;Oriente;6394
SP;35;34203;Orindiúva;6370
SP;35;34302;Orlândia;42354
SP;35;34401;Osasco;693271
SP;35;34500;Oscar Bressane;2614
SP;35;34609;Osvaldo Cruz;32353
SP;35;34708;Ourinhos;109489
SP;35;34807;Ouro Verde;8274
SP;35;34757;Ouroeste;9392
SP;35;34906;Pacaembu;13896
SP;35;35002;Palestina;12070
SP;35;35101;Palmares Paulista;12132
SP;35;35200;Palmeira d'Oeste;9647
SP;35;35309;Palmital;22041
SP;35;35408;Panorama;15374
SP;35;35507;Paraguaçu Paulista;44555
SP;35;35606;Paraibuna;18083
SP;35;35705;Paraíso;6249
SP;35;35804;Paranapanema;19164
SP;35;35903;Paranapuã;4001
SP;35;36000;Parapuã;11110
SP;35;36109;Pardinho;6051
SP;35;36208;Pariquera-Açu;19316
SP;35;36257;Parisi;2126
SP;35;36307;Patrocínio Paulista;13959
SP;35;36406;Paulicéia;6895
SP;35;36505;Paulínia;95221
SP;35;36570;Paulistânia;1837
SP;35;36604;Paulo de Faria;8909
SP;35;36703;Pederneiras;44498
SP;35;36802;Pedra Bela;6027
SP;35;36901;Pedranópolis;2582
SP;35;37008;Pedregulho;16450
SP;35;37107;Pedreira;45052
SP;35;37156;Pedrinhas Paulista;3062
SP;35;37206;Pedro de Toledo;10880
SP;35;37305;Penápolis;61726
SP;35;37404;Pereira Barreto;25755
SP;35;37503;Pereiras;8111
SP;35;37602;Peruíbe;64531
SP;35;37701;Piacatu;5683
SP;35;37800;Piedade;54523
SP;35;37909;Pilar do Sul;28097
SP;35;38006;Pindamonhangaba;158864
SP;35;38105;Pindorama;16180
SP;35;38204;Pinhalzinho;14247
SP;35;38303;Piquerobi;3672
SP;35;38501;Piquete;14199
SP;35;38600;Piracaia;26532
SP;35;38709;Piracicaba;388412
SP;35;38808;Piraju;29599
SP;35;38907;Pirajuí;24325
SP;35;39004;Pirangi;11167
SP;35;39103;Pirapora do Bom Jesus;17372
SP;35;39202;Pirapozinho;26374
SP;35;39301;Pirassununga;74128
SP;35;39400;Piratininga;12968
SP;35;39509;Pitangueiras;37860
SP;35;39608;Planalto;4876
SP;35;39707;Platina;3406
SP;35;39806;Poá;112917
SP;35;39905;Poloni;5780
SP;35;40002;Pompéia;21220
SP;35;40101;Pongaí;3523
SP;35;40200;Pontal;45119
SP;35;40259;Pontalinda;4388
SP;35;40309;Pontes Gestal;2593
SP;35;40408;Populina;4284
SP;35;40507;Porangaba;9162
SP;35;40606;Porto Feliz;51628
SP;35;40705;Porto Ferreira;54413
SP;35;40754;Potim;21984
SP;35;40804;Potirendaba;16557
SP;35;40853;Pracinha;3433
SP;35;40903;Pradópolis;19450
SP;35;41000;Praia Grande;293695
SP;35;41059;Pratânia;4967
SP;35;41109;Presidente Alves;4192
SP;35;41208;Presidente Bernardes;13645
SP;35;41307;Presidente Epitácio;43348
SP;35;41406;Presidente Prudente;220599
SP;35;41505;Presidente Venceslau;39337
SP;35;41604;Promissão;38380
SP;35;41653;Quadra;3539
SP;35;41703;Quatá;13603
SP;35;41802;Queiroz;3114
SP;35;41901;Queluz;12419
SP;35;42008;Quintana;6389
SP;35;42107;Rafard;8979
SP;35;42206;Rancharia;29755
SP;35;42305;Redenção da Serra;3941
SP;35;42404;Regente Feijó;19602
SP;35;42503;Reginópolis;8432
SP;35;42602;Registro;56203
SP;35;42701;Restinga;7139
SP;35;42800;Ribeira;3418
SP;35;42909;Ribeirão Bonito;12831
SP;35;43006;Ribeirão Branco;17866
SP;35;43105;Ribeirão Corrente;4545
SP;35;43204;Ribeirão do Sul;4574
SP;35;43238;Ribeirão dos Índios;2247
SP;35;43253;Ribeirão Grande;7675
SP;35;43303;Ribeirão Pires;119644
SP;35;43402;Ribeirão Preto;658059
SP;35;43600;Rifaina;3586
SP;35;43709;Rincão;10782
SP;35;43808;Rinópolis;10152
SP;35;43907;Rio Claro;198413
SP;35;44004;Rio das Pedras;32489
SP;35;44103;Rio Grande da Serra;47731
SP;35;44202;Riolândia;11600
SP;35;43501;Riversul;6017
SP;35;44251;Rosana;18803
SP;35;44301;Roseira;10257
SP;35;44400;Rubiácea;2950
SP;35;44509;Rubinéia;3039
SP;35;44608;Sabino;5477
SP;35;44707;Sagres;2458
SP;35;44806;Sales;5929
SP;35;44905;Sales Oliveira;11333
SP;35;45001;Salesópolis;16576
SP;35;45100;Salmourão;5116
SP;35;45159;Saltinho;7714
SP;35;45209;Salto;113127
SP;35;45308;Salto de Pirapora;43148
SP;35;45407;Salto Grande;9190
SP;35;45506;Sandovalina;4026
SP;35;45605;Santa Adélia;15098
SP;35;45704;Santa Albertina;5956
SP;35;45803;Santa Bárbara d'Oeste;189233
SP;35;46009;Santa Branca;14465
SP;35;46108;Santa Clara d'Oeste;2139
SP;35;46207;Santa Cruz da Conceição;4292
SP;35;46256;Santa Cruz da Esperança;2070
SP;35;46306;Santa Cruz das Palmeiras;32384
SP;35;46405;Santa Cruz do Rio Pardo;46366
SP;35;46504;Santa Ernestina;5691
SP;35;46603;Santa Fé do Sul;31113
SP;35;46702;Santa Gertrudes;24272
SP;35;46801;Santa Isabel;54363
SP;35;46900;Santa Lúcia;8651
SP;35;47007;Santa Maria da Serra;5840
SP;35;47106;Santa Mercedes;2933
SP;35;47502;Santa Rita do Passa Quatro;27457
SP;35;47403;Santa Rita d'Oeste;2574
SP;35;47601;Santa Rosa de Viterbo;25459
SP;35;47650;Santa Salete;1517
SP;35;47205;Santana da Ponte Pensa;1610
SP;35;47304;Santana de Parnaíba;123825
SP;35;47700;Santo Anastácio;21051
SP;35;47809;Santo André;707613
SP;35;47908;Santo Antônio da Alegria;6692
SP;35;48005;Santo Antônio de Posse;22176
SP;35;48054;Santo Antônio do Aracanguá;8109
